"word","count","nextWord","phrase"
"take it to the next",4,"next","take it to the"
"it to the next level",4,"level","it to the next"
"in front of the other",4,"other","in front of the"
"i get a chance to",4,"to","i get a chance"
"in a long line of",4,"of","in a long line"
"putting the finishing touches on",4,"on","putting the finishing touches"
"knew it was going to",4,"to","knew it was going"
"it has been a busy",4,"busy","it has been a"
"all day and all night",4,"night","all day and all"
"to see a lot of",4,"of","to see a lot"
"it for what it is",4,"is","it for what it"
"have to wait for the",4,"the","have to wait for"
"the rest of their lives",4,"lives","the rest of their"
"tells the story of a",4,"a","tells the story of"
"i don't have time to",4,"to","i don't have time"
"you don't have time to",4,"to","you don't have time"
"i am going to start",4,"start","i am going to"
"at the university of wisconsin",4,"wisconsin","at the university of"
"we are in the process",4,"process","we are in the"
"know what's going to happen",4,"happen","know what's going to"
"on the other hand are",4,"are","on the other hand"
"in my head that i",4,"i","in my head that"
"you don't want to see",4,"see","you don't want to"
"for the next few years",4,"years","for the next few"
"i would really like to",4,"to","i would really like"
"to get away from the",4,"the","to get away from"
"has been a part of",4,"of","has been a part"
"in this day and age",4,"age","in this day and"
"from a.m to p.m and",4,"and","from a.m to p.m"
"i don't know if they",4,"they","i don't know if"
"not going to be able",4,"able","not going to be"
"to get out of my",4,"my","to get out of"
"the way back to the",4,"the","the way back to"
"one of my best friends",4,"friends","one of my best"
"be more than happy to",4,"to","be more than happy"
"to get back to work",4,"work","to get back to"
"over the past five years",4,"years","over the past five"
"the past five years and",4,"and","the past five years"
"i knew it was a",4,"a","i knew it was"
"this is my first time",4,"time","this is my first"
"for a few minutes to",4,"to","for a few minutes"
"i hope everyone had a",4,"a","i hope everyone had"
"no i don't want to",4,"to","no i don't want"
"you know what that means",4,"means","you know what that"
"for all of your support",4,"support","for all of your"
"i used to be a",4,"a","i used to be"
"as long as they stay",4,"stay","as long as they"
"what you want to hear",4,"hear","what you want to"
"the rest of the night",4,"night","the rest of the"
"there was no need for",4,"for","there was no need"
"regardless of whether or not",4,"not","regardless of whether or"
"i am so excited about",4,"about","i am so excited"
"until the end of the",4,"the","until the end of"
"i think it is the",4,"the","i think it is"
"at a time when the",4,"the","at a time when"
"i can do all things",4,"things","i can do all"
"on a day like today",4,"today","on a day like"
"is the fact that the",4,"the","is the fact that"
"i think it was a",4,"a","i think it was"
"i see a lot of",4,"of","i see a lot"
"in the first three months",4,"months","in the first three"
"it may be difficult to",4,"to","it may be difficult"
"was only a matter of",4,"of","was only a matter"
"on its way to the",4,"the","on its way to"
"this is something that i",4,"i","this is something that"
"go to the grocery store",4,"store","go to the grocery"
"to the grocery store and",4,"and","to the grocery store"
"for the benefit of the",4,"the","for the benefit of"
"to take care of yourself",4,"yourself","to take care of"
"for the price of one",4,"one","for the price of"
"can be a lot of",4,"of","can be a lot"
"be a lot of fun",4,"fun","be a lot of"
"i think it's going to",4,"to","i think it's going"
"the best part of your",4,"your","the best part of"
"to the spirit of the",4,"the","to the spirit of"
"that i didn't want to",4,"to","that i didn't want"
"to talk to you about",4,"about","to talk to you"
"want to spend time with",4,"with","want to spend time"
"most of the time we",4,"we","most of the time"
"i had no idea that",4,"that","i had no idea"
"one of those days where",4,"where","one of those days"
"the last couple of weeks",4,"weeks","the last couple of"
"a couple of days later",4,"later","a couple of days"
"knew they were going to",4,"to","knew they were going"
"with the securities and exchange",4,"exchange","with the securities and"
"that no matter what i",4,"i","that no matter what"
"one of those people who",4,"who","one of those people"
"toward the end of the",4,"the","toward the end of"
"in this part of the",4,"the","in this part of"
"but i don't know what",4,"what","but i don't know"
"there would have been no",4,"no","there would have been"
"on the one hand the",4,"the","on the one hand"
"the things i want to",4,"to","the things i want"
"i think he should be",4,"be","i think he should"
"i am going to have",4,"have","i am going to"
"the first time i've ever",4,"ever","the first time i've"
"at this point in the",4,"the","at this point in"
"is a good example of",4,"of","is a good example"
"the nba all star game",4,"game","the nba all star"
"this would be a great",4,"great","this would be a"
"at the height of the",4,"the","at the height of"
"through the rest of the",4,"the","through the rest of"
"the world is going to",4,"to","the world is going"
"to make it to the",4,"the","to make it to"
"to make up for it",4,"it","to make up for"
"a bit of a surprise",4,"surprise","a bit of a"
"into the back of the",4,"the","into the back of"
"to be the one to",4,"to","to be the one"
"go out of my way",4,"way","go out of my"
"out of my way to",4,"to","out of my way"
"you fall in love with",4,"with","you fall in love"
"fall in love with a",4,"a","fall in love with"
"but i didn't like it",4,"it","but i didn't like"
"not one of them i",4,"i","not one of them"
"on the ground floor of",4,"of","on the ground floor"
"we are not going to",4,"to","we are not going"
"but i think it will",4,"will","but i think it"
"that seems to be the",4,"the","that seems to be"
"let me know so i",4,"i","let me know so"
"me that i need to",4,"to","me that i need"
"i have to say it",4,"it","i have to say"
"have to be able to",4,"to","have to be able"
"v v v v v",4,"v","v v v v"
"that turned out to be",4,"be","that turned out to"
"it comes down to the",4,"the","it comes down to"
"if you are not a",4,"a","if you are not"
"there was something about the",4,"the","there was something about"
"know what you think of",4,"of","know what you think"
"that would be a good",4,"good","that would be a"
"to find out what was",4,"was","to find out what"
"i have quite a few",4,"few","i have quite a"
"sentenced to years in prison",4,"prison","sentenced to years in"
"all you need is a",4,"a","all you need is"
"the other end of a",4,"a","the other end of"
"have a sense of humor",4,"humor","have a sense of"
"the second time in three",4,"three","the second time in"
"make it out of the",4,"the","make it out of"
"a big part of the",4,"the","a big part of"
"but if you don't have",4,"have","but if you don't"
"if you don't have it",4,"it","if you don't have"
"i don't think it is",4,"is","i don't think it"
"over the past few days",4,"days","over the past few"
"i want to share with",4,"with","i want to share"
"want to share with you",4,"you","want to share with"
"i really want to do",4,"do","i really want to"
"moves#chess moves#chess moves#chess moves#chess moves#chess",4,"moves#chess","moves#chess moves#chess moves#chess moves#chess"
"right across the street from",4,"from","right across the street"
"over the last three years",4,"years","over the last three"
"doesn't mean you have to",4,"to","doesn't mean you have"
"vice president of football operations",4,"operations","vice president of football"
"all the time but i",4,"i","all the time but"
"i was born and raised",4,"raised","i was born and"
"the top of the first",4,"first","the top of the"
"but i will say that",4,"that","but i will say"
"it would be like to",4,"to","it would be like"
"got out of the car",4,"car","got out of the"
"on the new york stock",4,"stock","on the new york"
"you ve got to be",4,"be","you ve got to"
"ve got to be able",4,"able","ve got to be"
"the san francisco bay area",4,"area","the san francisco bay"
"off the top of my",4,"my","off the top of"
"the top of my head",4,"head","the top of my"
"just want you to know",4,"know","just want you to"
"the american civil liberties union",4,"union","the american civil liberties"
"to not be able to",4,"to","to not be able"
"i don't want to hear",4,"hear","i don't want to"
"for the first time that",4,"that","for the first time"
"so i'm going to be",4,"be","so i'm going to"
"a turn for the worse",4,"worse","a turn for the"
"i am sure there are",4,"are","i am sure there"
"on the steps of the",4,"the","on the steps of"
"you give it a try",4,"try","you give it a"
"it's just a matter of",4,"of","it's just a matter"
"at the university of missouri",4,"missouri","at the university of"
"the back of the house",4,"house","the back of the"
"is not a good idea",4,"idea","is not a good"
"i was on my way",4,"way","i was on my"
"than any of the other",4,"other","than any of the"
"a couple of months ago",4,"ago","a couple of months"
"how did you come up",4,"up","how did you come"
"did you come up with",4,"with","did you come up"
"said i don't want to",4,"to","said i don't want"
"and there are a lot",4,"lot","and there are a"
"for me it was a",4,"a","for me it was"
"second year in a row",4,"row","second year in a"
"have to think about it",4,"it","have to think about"
"ass ass ass ass ass",4,"ass","ass ass ass ass"
"it would be a good",4,"good","it would be a"
"but it's going to be",4,"be","but it's going to"
"back as soon as i",4,"i","back as soon as"
"as hard as i can",4,"can","as hard as i"
"in a lot of ways",4,"ways","in a lot of"
"but i'm not going to",4,"to","but i'm not going"
"all over the world and",4,"and","all over the world"
"have come to the conclusion",4,"conclusion","have come to the"
"what you have to do",4,"do","what you have to"
"the west side of the",4,"the","the west side of"
"we need to talk about",4,"about","we need to talk"
"in the past two years",4,"years","in the past two"
"but that is not the",4,"the","but that is not"
"has something to do with",4,"with","has something to do"
"to get in the way",4,"way","to get in the"
"both sides of the argument",4,"argument","both sides of the"
"in the next week or",4,"or","in the next week"
"all in all it was",4,"was","all in all it"
"in all it was a",4,"a","in all it was"
"for those who have been",4,"been","for those who have"
"there is a lot to",4,"to","there is a lot"
"it doesn't matter if you",4,"you","it doesn't matter if"
"to work the next day",4,"day","to work the next"
"over the next few years",4,"years","over the next few"
"in the early days of",4,"of","in the early days"
"on the banks of the",4,"the","on the banks of"
"is on the verge of",4,"of","is on the verge"
"and i think i might",4,"might","and i think i"
"and now i'm going to",4,"to","and now i'm going"
"in the first place the",4,"the","in the first place"
"what he had to say",4,"say","what he had to"
"for the first time the",4,"the","for the first time"
"square foot home with pool",4,"pool","square foot home with"
"the home was sold by",4,"by","the home was sold"
"at the beginning of this",4,"this","at the beginning of"
"play an important role in",4,"in","play an important role"
"about two thirds of the",4,"the","about two thirds of"
"why am i telling you",4,"you","why am i telling"
"to mention that i have",4,"have","to mention that i"
"as a result of their",4,"their","as a result of"
"sen russell pearce r mesa",4,"mesa","sen russell pearce r"
"the top of the list",4,"list","the top of the"
"needs to be done to",4,"to","needs to be done"
"but all in all i",4,"i","but all in all"
"make a difference in the",4,"the","make a difference in"
"on more than one occasion",4,"occasion","on more than one"
"who would have thought that",4,"that","who would have thought"
"from the perspective of a",4,"a","from the perspective of"
"for as long as it",4,"it","for as long as"
"to make a difference in",4,"in","to make a difference"
"0.00 0.00 bbif money fund",4,"fund","0.00 0.00 bbif money"
"0.00 bbif money fund class",4,"class","0.00 bbif money fund"
"bbif money fund class r",4,"r","bbif money fund class"
"0.01 daily income fund mmp",4,"mmp","0.01 daily income fund"
"been doing a lot of",4,"of","been doing a lot"
"is what happens when you",4,"you","is what happens when"
"would love to hear your",4,"your","would love to hear"
"in the same way as",4,"as","in the same way"
"in the same way the",4,"the","in the same way"
"but i wasn't going to",4,"to","but i wasn't going"
"i'm not a big fan",4,"fan","i'm not a big"
"the time of his death",4,"death","the time of his"
"children between the ages of",4,"of","children between the ages"
"you know what i don't",4,"don't","you know what i"
"there are people out there",4,"there","there are people out"
"it's not going to be",4,"be","it's not going to"
"but i know that i",4,"i","but i know that"
"and there was no way",4,"way","and there was no"
"a great deal of the",4,"the","a great deal of"
"of my all time favorite",4,"favorite","of my all time"
"the first time that i",4,"i","the first time that"
"and i don't have to",4,"to","and i don't have"
"took me a while to",4,"to","took me a while"
"a few days later i",4,"i","a few days later"
"and a lot of people",4,"people","and a lot of"
"a few weeks ago and",4,"and","a few weeks ago"
"if you want to get",4,"get","if you want to"
"a comment on this post",4,"post","a comment on this"
"out of the way and",4,"and","out of the way"
"still have a lot of",4,"of","still have a lot"
"i love the way the",4,"the","i love the way"
"interested in learning more about",4,"about","interested in learning more"
"a great deal of time",4,"time","a great deal of"
"it was almost as if",4,"if","it was almost as"
"incorporated in item b above",4,"above","incorporated in item b"
"i wanted to keep it",4,"it","i wanted to keep"
"said he would like to",4,"to","said he would like"
"a day in the life",4,"life","a day in the"
"lecture series the basic program",4,"program","lecture series the basic"
"series the basic program the",4,"the","series the basic program"
"the basic program the university",4,"university","the basic program the"
"basic program the university of",4,"of","basic program the university"
"program the university of chicago",4,"chicago","program the university of"
"i received an email from",4,"from","i received an email"
"and a member of the",4,"the","and a member of"
"trying to get back on",4,"on","trying to get back"
"take a deep breath and",4,"and","take a deep breath"
"i have been working on",4,"on","i have been working"
"i think there is a",4,"a","i think there is"
"on the other hand it's",4,"it's","on the other hand"
"middle of the night and",4,"and","middle of the night"
"feel free to contact me",4,"me","feel free to contact"
"am going to try to",4,"to","am going to try"
"but i'm not sure if",4,"if","but i'm not sure"
"i was not able to",4,"to","i was not able"
"it has to be said",4,"said","it has to be"
"to the side of the",4,"the","to the side of"
"what do you think i",4,"i","what do you think"
"horse c k horse c",4,"c","horse c k horse"
"c k horse c k",4,"k","c k horse c"
"it was a hot summer",4,"summer","it was a hot"
"to make it easier for",4,"for","to make it easier"
"he said i don't know",4,"know","he said i don't"
"we ended up with a",4,"a","we ended up with"
"are some of the most",4,"most","are some of the"
"and i think it is",4,"is","and i think it"
"what you are about to",4,"to","what you are about"
"on the west bank of",4,"of","on the west bank"
"it might have been the",4,"the","it might have been"
"today i want to share",4,"share","today i want to"
"the end of the weekend",4,"weekend","the end of the"
"wait to see how it",4,"it","wait to see how"
"to sign up for a",4,"a","to sign up for"
"always going to be a",4,"a","always going to be"
"when i was trying to",4,"to","when i was trying"
"i have been known to",4,"to","i have been known"
"in the midst of the",4,"the","in the midst of"
"it was nice to have",4,"have","it was nice to"
"i am not sure how",4,"how","i am not sure"
"can count on one hand",4,"hand","can count on one"
"count on one hand the",4,"the","count on one hand"
"on one hand the number",4,"number","on one hand the"
"carter run dylan carter kick",4,"kick","carter run dylan carter"
"the way to the end",4,"end","the way to the"
"a lot of things that",4,"that","a lot of things"
"everything is going to be",4,"be","everything is going to"
"other country in the world",4,"world","other country in the"
"i just want to get",4,"get","i just want to"
"is a big difference between",4,"between","is a big difference"
"when i say that i",4,"i","when i say that"
"a piece of paper and",4,"and","a piece of paper"
"as much as you can",4,"can","as much as you"
"oil in a large skillet",4,"skillet","oil in a large"
"over medium heat add the",4,"the","over medium heat add"
"this is the story of",4,"of","this is the story"
"for the past two weeks",4,"weeks","for the past two"
"what appeared to be a",4,"a","what appeared to be"
"are on the right track",4,"track","are on the right"
"i cannot tell you how",4,"how","i cannot tell you"
"the car on the way",4,"way","the car on the"
"the new york red bulls",4,"bulls","the new york red"
"to see if they are",4,"are","to see if they"
"when it comes down to",4,"to","when it comes down"
"don't have the time to",4,"to","don't have the time"
"to spend time with you",4,"you","to spend time with"
"an integral part of the",4,"the","an integral part of"
"i got a call from",4,"from","i got a call"
"have you ever seen a",4,"a","have you ever seen"
"most if not all of",4,"of","most if not all"
"is not a good thing",4,"thing","is not a good"
"olive oil in a large",4,"large","olive oil in a"
"it was the right thing",4,"thing","it was the right"
"was the right thing to",4,"to","was the right thing"
"about a week and a",4,"a","about a week and"
"i'm not sure if that",4,"that","i'm not sure if"
"this is probably one of",4,"of","this is probably one"
"what i need to do",4,"do","what i need to"
"to let me know that",4,"that","to let me know"
"this would have been a",4,"a","this would have been"
"the state board of education",4,"education","the state board of"
"knew that i wanted to",4,"to","knew that i wanted"
"a friend of mine who",4,"who","a friend of mine"
"the rest of her life",4,"life","the rest of her"
"as a result of that",4,"that","as a result of"
"so i decided to go",4,"go","so i decided to"
"the rest of the story",4,"story","the rest of the"
"i had the pleasure of",4,"of","i had the pleasure"
"i have had the opportunity",4,"opportunity","i have had the"
"i would like to have",4,"have","i would like to"
"despite the fact that i",4,"i","despite the fact that"
"and this is where i",4,"i","and this is where"
"would love to see what",4,"what","would love to see"
"love to see what you",4,"you","love to see what"
"at this point i had",4,"had","at this point i"
"as you may have noticed",4,"noticed","as you may have"
"everyone is going to be",4,"be","everyone is going to"
"with percent of the vote",4,"vote","with percent of the"
"over the course of this",4,"this","over the course of"
"don't have to be a",4,"a","don't have to be"
"was the first time i've",4,"i've","was the first time"
"let me tell you a",4,"a","let me tell you"
"as much as i'd like",4,"like","as much as i'd"
"when i was younger i",4,"i","when i was younger"
"it means to be a",4,"a","it means to be"
"at the very least i",4,"i","at the very least"
"give it a go and",4,"and","give it a go"
"want you to know that",4,"that","want you to know"
"still very much in the",4,"the","still very much in"
"in the past few months",4,"months","in the past few"
"i would have to say",4,"say","i would have to"
"to get back to a",4,"a","to get back to"
"which i think is a",4,"a","which i think is"
"and one of them is",4,"is","and one of them"
"get a kick out of",4,"of","get a kick out"
"to be included in the",4,"the","to be included in"
"we had a wonderful time",4,"time","we had a wonderful"
"to come back to the",4,"the","to come back to"
"end of the month and",4,"and","end of the month"
"i know for a fact",4,"fact","i know for a"
"know for a fact that",4,"that","know for a fact"
"all in all i am",4,"am","all in all i"
"in the majority of cases",4,"cases","in the majority of"
"something along the lines of",4,"of","something along the lines"
"on and off the field",4,"field","on and off the"
"all the time and i",4,"i","all the time and"
"so there we have it",4,"it","so there we have"
"that every single one of",4,"of","that every single one"
"i am really looking forward",4,"forward","i am really looking"
"am really looking forward to",4,"to","am really looking forward"
"really looking forward to it",4,"it","really looking forward to"
"couple of years ago i",4,"i","couple of years ago"
"is at the end of",4,"of","is at the end"
"an important part of the",4,"the","an important part of"
"the last few weeks i",4,"i","the last few weeks"
"to the right of the",4,"the","to the right of"
"to let me know what",4,"what","to let me know"
"and to be able to",4,"to","and to be able"
"and see if you can",4,"can","and see if you"
"there are so many things",4,"things","there are so many"
"my husband and i have",4,"have","my husband and i"
"for quite some time i",4,"i","for quite some time"
"has come a long way",4,"way","has come a long"
"out in the middle of",4,"of","out in the middle"
"i just wanted to take",4,"take","i just wanted to"
"around the edge of the",4,"the","around the edge of"
"i was able to get",4,"get","i was able to"
"at the right hand of",4,"of","at the right hand"
"for quite some time now",4,"now","for quite some time"
"this was one of my",4,"my","this was one of"
"i know is that i",4,"i","i know is that"
"in and day out and",4,"and","in and day out"
"the first time i tried",4,"tried","the first time i"
"so far as to say",4,"say","so far as to"
"i decided to give it",4,"it","i decided to give"
"to give it a go",4,"go","to give it a"
"to say the least but",4,"but","to say the least"
"i wanted to write about",4,"about","i wanted to write"
"not the end of the",4,"the","not the end of"
"fitted with the paddle attachment",4,"attachment","fitted with the paddle"
"i grew up in a",4,"a","i grew up in"
"a great way to use",4,"use","a great way to"
"had to go to the",4,"the","had to go to"
"must be one of the",4,"the","must be one of"
"you so much for stopping",4,"stopping","you so much for"
"for stopping by today i",4,"i","for stopping by today"
"i had to make a",4,"a","i had to make"
"both on and off the",4,"the","both on and off"
"is the same as the",4,"the","is the same as"
"what i have to say",4,"say","what i have to"
"greenville newspaper south carolina of",4,"of","greenville newspaper south carolina"
"of the greenville newspaper south",4,"south","of the greenville newspaper"
"and the list goes on",4,"on","and the list goes"
"the past few weeks i",4,"i","the past few weeks"
"i spent the rest of",4,"of","i spent the rest"
"a few weeks ago when",4,"when","a few weeks ago"
"i am also going to",4,"to","i am also going"
"this week i want to",4,"to","this week i want"
"this seems to be the",4,"the","this seems to be"
"yet at the same time",4,"time","yet at the same"
"and this is one of",4,"of","and this is one"
"when i started this blog",4,"blog","when i started this"
"when you are trying to",4,"to","when you are trying"
"be in a position to",4,"to","be in a position"
"and i thought it would",4,"would","and i thought it"
"which by the way is",4,"is","which by the way"
"a large part of the",4,"the","a large part of"
"did i mention that i",4,"i","did i mention that"
"like the rest of us",4,"us","like the rest of"
"if i am going to",4,"to","if i am going"
"if you haven't seen the",4,"the","if you haven't seen"
"for the most part but",4,"but","for the most part"
"and did i tell you",4,"you","and did i tell"
"to say good bye to",4,"to","to say good bye"
"i know that i am",4,"am","i know that i"
"what i do know is",4,"is","what i do know"
"was the first time i",4,"i","was the first time"
"with the help of a",4,"a","with the help of"
"those of you that are",4,"are","those of you that"
"they were going to be",4,"be","they were going to"
"be able to make a",4,"a","be able to make"
"when i got home from",4,"from","when i got home"
"come to terms with the",4,"the","come to terms with"
"in the context of the",4,"the","in the context of"
"that i don't have to",4,"to","that i don't have"
"what i had in mind",4,"mind","what i had in"
"am happy to say that",4,"that","am happy to say"
"for me and my family",4,"family","for me and my"
"make sense of it all",4,"all","make sense of it"
"a couple of days ago",4,"ago","a couple of days"
"but it seems to me",4,"me","but it seems to"
"for any length of time",4,"time","for any length of"
"i tried to explain that",4,"that","i tried to explain"
"a good way to get",4,"get","a good way to"
"i wanted to do with",4,"with","i wanted to do"
"to know that i am",4,"am","to know that i"
"i don't want to do",4,"do","i don't want to"
"keep up with it all",4,"all","keep up with it"
"in the midst of his",4,"his","in the midst of"
"and do you know what",4,"what","and do you know"
"went on to say that",4,"that","went on to say"
"and as it turns out",4,"out","and as it turns"
"i came up with the",4,"the","i came up with"
"this is why it is",4,"is","this is why it"
"i decided to take a",4,"a","i decided to take"
"there is a bit of",4,"of","there is a bit"
"as is often the case",4,"case","as is often the"
"and if you want to",4,"to","and if you want"
"there doesn't seem to be",4,"be","there doesn't seem to"
"it was only when i",4,"i","it was only when"
"kind of reminds me of",4,"of","kind of reminds me"
"i couldn't figure out what",4,"what","i couldn't figure out"
"at the bottom of this",4,"this","at the bottom of"
"the bottom of this post",4,"post","the bottom of this"
"which is to say that",4,"that","which is to say"
"you don't want it to",4,"to","you don't want it"
"don't want it to be",4,"be","don't want it to"
"it was so nice to",4,"to","it was so nice"
"preheat the oven to degrees",4,"degrees","preheat the oven to"
"at the top of this",4,"this","at the top of"
"and is one of the",4,"the","and is one of"
"life of me i can't",4,"can't","life of me i"
"i don't have to get",4,"get","i don't have to"
"for a while but i",4,"i","for a while but"
"so you can imagine my",4,"my","so you can imagine"
"on the opposite side of",4,"of","on the opposite side"
"the opposite side of the",4,"the","the opposite side of"
"i decided to go for",4,"for","i decided to go"
"and last but not least",4,"least","and last but not"
"it would be a great",4,"great","it would be a"
"lot of people who are",4,"are","lot of people who"
"to make it look like",4,"like","to make it look"
"other side of the road",4,"road","other side of the"
"and take a look at",4,"at","and take a look"
"one of the main reasons",4,"reasons","one of the main"
"if i had my way",4,"way","if i had my"
"would be a good place",4,"place","would be a good"
"be a good place to",4,"to","be a good place"
"i told her i was",4,"was","i told her i"
"the year of the dragon",4,"dragon","the year of the"
"to be more of a",4,"a","to be more of"
"but for now this is",4,"is","but for now this"
"not the only one who",4,"who","not the only one"
"all was said and done",4,"done","all was said and"
"as a result of this",4,"this","as a result of"
"but you get the idea",4,"idea","but you get the"
"loyola university of chicago chicago",4,"chicago","loyola university of chicago"
"i was so happy to",4,"to","i was so happy"
"this will be the last",4,"last","this will be the"
"over the years i have",4,"have","over the years i"
"but i have to be",4,"be","but i have to"
"in the form of the",4,"the","in the form of"
"i will never be able",4,"able","i will never be"
"will never be able to",4,"to","will never be able"
"in the s and s",4,"s","in the s and"
"want anything to do with",4,"with","want anything to do"
"i want to know the",4,"the","i want to know"
"the last couple of days",4,"days","the last couple of"
"i will tell you that",4,"that","i will tell you"
"if you are reading this",4,"this","if you are reading"
"the good and the bad",4,"bad","the good and the"
"from time to time but",4,"but","from time to time"
"the love of my life",4,"life","the love of my"
"of these days i will",4,"will","of these days i"
"but i was able to",4,"to","but i was able"
"get me wrong i love",4,"love","get me wrong i"
"to say on the matter",4,"matter","to say on the"
"want to make sure you",4,"you","want to make sure"
"the grand scheme of things",4,"things","the grand scheme of"
"it is one of those",4,"those","it is one of"
"she wanted to make sure",4,"sure","she wanted to make"
"and a great way to",4,"to","and a great way"
"so i thought i would",4,"would","so i thought i"
"i think you get the",4,"the","i think you get"
"catch a glimpse of the",4,"the","catch a glimpse of"
"i should be able to",4,"to","i should be able"
"i don't really want to",4,"to","i don't really want"
"i wanted to make sure",4,"sure","i wanted to make"
"when i was little i",4,"i","when i was little"
"thanks for stopping by and",4,"and","thanks for stopping by"
"at least one of them",4,"them","at least one of"
"the john smith's grand national",4,"national","the john smith's grand"
"if i'm going to be",4,"be","if i'm going to"
"i don't know how much",4,"much","i don't know how"
"i would love to have",4,"have","i would love to"
"there is so much more",4,"more","there is so much"
"i love the way it",4,"it","i love the way"
"in the same way that",4,"that","in the same way"
"had no idea what to",4,"to","had no idea what"
"every now and then i",4,"i","every now and then"
"we all have our own",4,"own","we all have our"
"i mentioned in a previous",4,"previous","i mentioned in a"
"mentioned in a previous post",4,"post","mentioned in a previous"
"is one of my favourite",4,"favourite","is one of my"
"i would like to share",4,"share","i would like to"
"so loved the world that",4,"that","so loved the world"
"loved the world that he",4,"he","loved the world that"
"the world that he gave",4,"gave","the world that he"
"won't bore you with the",4,"the","won't bore you with"
"a couple of hours before",4,"before","a couple of hours"
"does a good job of",4,"of","does a good job"
"i did not want to",4,"to","i did not want"
"to share with you all",4,"all","to share with you"
"at the hands of the",4,"the","at the hands of"
"a lot of fun to",4,"to","a lot of fun"
"he told me that he",4,"he","he told me that"
"in case you were wondering",4,"wondering","in case you were"
"it to be one of",4,"of","it to be one"
"and that there is a",4,"a","and that there is"
"i won't go into detail",4,"detail","i won't go into"
"with a healthy dose of",4,"of","with a healthy dose"
"those of you who have",4,"have","those of you who"
"it is not to be",4,"be","it is not to"
"the best of both worlds",4,"worlds","the best of both"
"you have to do to",4,"to","you have to do"
"over the last couple of",4,"of","over the last couple"
"i wanted to do something",4,"something","i wanted to do"
"going to share with you",4,"you","going to share with"
"as long as i can",4,"can","as long as i"
"i want to write about",4,"about","i want to write"
"what are you doing here",4,"here","what are you doing"
"in the bowl of a",4,"a","in the bowl of"
"to me when i was",4,"was","to me when i"
"for the past few months",4,"months","for the past few"
"couple of weeks ago i",4,"i","couple of weeks ago"
"i am kristina rosalie podesta",4,"podesta","i am kristina rosalie"
"little in the way of",4,"of","little in the way"
"i really don't know what",4,"what","i really don't know"
"have to say i love",4,"love","have to say i"
"she wants to be a",4,"a","she wants to be"
"it is important to note",4,"note","it is important to"
"that i want to do",4,"do","that i want to"
"a few weeks back i",4,"i","a few weeks back"
"ah ah ah ah ah",4,"ah","ah ah ah ah"
"the combination of benoxacor and",4,"and","the combination of benoxacor"
"to show you how to",4,"to","to show you how"
"come a long way and",4,"and","come a long way"
"the liberty kansas genealogy and",4,"and","the liberty kansas genealogy"
"have to do is leave",4,"leave","have to do is"
"to do is leave a",4,"a","to do is leave"
"do is leave a comment",4,"comment","do is leave a"
"i'm not sure if it",4,"it","i'm not sure if"
"and i know that i",4,"i","and i know that"
"need to go to the",4,"the","need to go to"
"bring the mixture to a",4,"a","bring the mixture to"
"than the rest of the",4,"the","than the rest of"
"i do not want to",4,"to","i do not want"
"a lot of people are",4,"are","a lot of people"
"those of you who know",4,"know","those of you who"
"i know that you are",4,"are","i know that you"
"things that need to be",4,"be","things that need to"
"why on earth would i",4,"i","why on earth would"
"i wish i could say",4,"say","i wish i could"
"what you need to know",4,"know","what you need to"
"it should be noted that",4,"that","it should be noted"
"medium high heat and add",4,"add","medium high heat and"
"it is so important to",4,"to","it is so important"
"due to the lack of",4,"of","due to the lack"
"but i can tell you",4,"you","but i can tell"
"little boy with the big",4,"big","little boy with the"
"boy with the big sword",4,"sword","boy with the big"
"in the middle of an",4,"an","in the middle of"
"what i thought was a",4,"a","what i thought was"
"i think it is a",4,"a","i think it is"
"at the beginning of each",4,"each","at the beginning of"
"you don't even have to",4,"to","you don't even have"
"i am pissed off because",4,"because","i am pissed off"
"of the matter is that",4,"that","of the matter is"
"this is the last time",4,"time","this is the last"
"the devil in miss jones",4,"jones","the devil in miss"
"we do not have to",4,"to","we do not have"
"save thou me from the",4,"the","save thou me from"
"thou me from the mire",4,"mire","thou me from the"
