"word","count","nextWord","phrase"
"with a coat",4,"coat","with a"
"see no reason",4,"reason","see no"
"the whole case",4,"case","the whole"
"is all there",4,"there","is all"
"your face in",4,"in","your face"
"music and dance",4,"dance","music and"
"to work he",4,"he","to work"
"on your team",4,"team","on your"
"it thank you",4,"you","it thank"
"idea where i",4,"i","idea where"
"but i'll be",4,"be","but i'll"
"the building at",4,"at","the building"
"a portrait of",4,"of","a portrait"
"to wear my",4,"my","to wear"
"and make an",4,"an","and make"
"world on fire",4,"fire","world on"
"within minutes of",4,"of","within minutes"
"tried to take",4,"take","tried to"
"who make the",4,"the","who make"
"set a goal",4,"goal","set a"
"we set our",4,"our","we set"
"apologize for the",4,"the","apologize for"
"if you must",4,"must","if you"
"you will feel",4,"feel","you will"
"here in chicago",4,"chicago","here in"
"get it together",4,"together","get it"
"per year to",4,"to","per year"
"to you soon",4,"soon","to you"
"i was throwing",4,"throwing","i was"
"from the bank",4,"bank","from the"
"a fourth quarter",4,"quarter","a fourth"
"the defending champion",4,"champion","the defending"
"feet of the",4,"the","feet of"
"what a sweet",4,"sweet","what a"
"visited by the",4,"the","visited by"
"been absent from",4,"from","been absent"
"the path may",4,"may","the path"
"path may lead",4,"lead","path may"
"may lead go",4,"go","may lead"
"lead go instead",4,"instead","lead go"
"go instead where",4,"where","go instead"
"instead where there",4,"there","instead where"
"is no path",4,"path","is no"
"no path and",4,"and","no path"
"path and leave",4,"leave","path and"
"leave a trail",4,"trail","leave a"
"ever feel like",4,"like","ever feel"
"feel like your",4,"your","feel like"
"your job is",4,"is","your job"
"for spring break",4,"break","for spring"
"you will still",4,"still","you will"
"a couple who",4,"who","a couple"
"these guys have",4,"have","these guys"
"in well with",4,"with","in well"
"they are playing",4,"playing","they are"
"get is a",4,"a","get is"
"for the health",4,"health","for the"
"at stake is",4,"is","at stake"
"be worth it",4,"it","be worth"
"college students and",4,"and","college students"
"conducted by the",4,"the","conducted by"
"like it's going",4,"going","like it's"
"you'll love it",4,"it","you'll love"
"of attempting to",4,"to","of attempting"
"to provide an",4,"an","to provide"
"charged with one",4,"one","charged with"
"obstruction of justice",4,"justice","obstruction of"
"is warm and",4,"and","is warm"
"on there and",4,"and","on there"
"in game on",4,"on","in game"
"shoes but i",4,"i","shoes but"
"it is why",4,"why","it is"
"told the paper",4,"paper","told the"
"on the late",4,"late","on the"
"just off the",4,"the","just off"
"but i miss",4,"miss","but i"
"with a handgun",4,"handgun","with a"
"hours after a",4,"a","hours after"
"for it you",4,"you","for it"
"can actually be",4,"be","can actually"
"with my dear",4,"dear","with my"
"of peanut butter",4,"butter","of peanut"
"make a video",4,"video","make a"
"two runs and",4,"and","two runs"
"my 1000th tweet",4,"tweet","my 1000th"
"much on the",4,"the","much on"
"change of plans",4,"plans","change of"
"kind of man",4,"man","kind of"
"with other groups",4,"groups","with other"
"not coming back",4,"back","not coming"
"the martin luther",4,"luther","the martin"
"so glad you're",4,"you're","so glad"
"is doing great",4,"great","is doing"
"root for the",4,"the","root for"
"your interest in",4,"in","your interest"
"could do the",4,"the","could do"
"for this show",4,"show","for this"
"to hear how",4,"how","to hear"
"need to send",4,"send","need to"
"dynamic ip pptp",4,"pptp","dynamic ip"
"ip pptp l2tp",4,"l2tp","ip pptp"
"pptp l2tp sstp",4,"sstp","pptp l2tp"
"l2tp sstp server",4,"server","l2tp sstp"
"sstp server in",4,"in","sstp server"
"available in your",4,"your","available in"
"in your customer",4,"customer","in your"
"your customer area",4,"area","your customer"
"customer area now",4,"now","customer area"
"to do than",4,"than","to do"
"getting to be",4,"be","getting to"
"in the meeting",4,"meeting","in the"
"great night at",4,"at","great night"
"to do right",4,"right","to do"
"they come up",4,"up","they come"
"of me wants",4,"wants","of me"
"me wants to",4,"to","me wants"
"he signed the",4,"the","he signed"
"the report of",4,"of","the report"
"be this year",4,"year","be this"
"to the boy",4,"boy","to the"
"with the california",4,"california","with the"
"the california department",4,"department","the california"
"fun i got",4,"got","fun i"
"them and if",4,"if","them and"
"according to plan",4,"plan","according to"
"than my own",4,"own","than my"
"game that is",4,"is","game that"
"yeah i saw",4,"saw","yeah i"
"through this before",4,"before","through this"
"before and we",4,"we","before and"
"of that game",4,"game","of that"
"the victory in",4,"in","the victory"
"in goal for",4,"for","in goal"
"all that really",4,"really","all that"
"that is some",4,"some","that is"
"steps of the",4,"the","steps of"
"haven't had time",4,"time","haven't had"
"deputy district attorney",4,"attorney","deputy district"
"was for a",4,"a","was for"
"going to pull",4,"pull","going to"
"was in court",4,"court","was in"
"school has been",4,"been","school has"
"don't know for",4,"for","don't know"
"this time on",4,"on","this time"
"do is get",4,"get","do is"
"much fun i",4,"i","much fun"
"to have missed",4,"missed","to have"
"thanks to your",4,"your","thanks to"
"the 1940s and",4,"and","the 1940s"
"to protect against",4,"against","to protect"
"gone so far",4,"far","gone so"
"the fuck off",4,"off","the fuck"
"thank you mr",4,"mr","thank you"
"sunny day in",4,"in","sunny day"
"go big or",4,"or","go big"
"big or go",4,"go","big or"
"we can handle",4,"handle","we can"
"it has its",4,"its","it has"
"just across the",4,"the","just across"
"is as important",4,"important","is as"
"to the conversation",4,"conversation","to the"
"scored on the",4,"the","scored on"
"it when a",4,"a","it when"
"gonna be late",4,"late","gonna be"
"with me through",4,"through","with me"
"i missed this",4,"this","i missed"
"the work i",4,"i","the work"
"said and he",4,"he","said and"
"the fans to",4,"to","the fans"
"the garage and",4,"and","the garage"
"good so i",4,"i","good so"
"to pursue this",4,"this","to pursue"
"was so afraid",4,"afraid","was so"
"friends i am",4,"am","friends i"
"go back home",4,"home","go back"
"place to do",4,"do","place to"
"to read but",4,"but","to read"
"made of the",4,"the","made of"
"doubled in size",4,"size","doubled in"
"in their past",4,"past","in their"
"may be better",4,"better","may be"
"an inability to",4,"to","an inability"
"to get under",4,"under","to get"
"to introduce a",4,"a","to introduce"
"was listed as",4,"as","was listed"
"of a travel",4,"travel","of a"
"anyone know if",4,"if","anyone know"
"have them all",4,"all","have them"
"to teach her",4,"her","to teach"
"couldn't resist the",4,"the","couldn't resist"
"real question is",4,"is","real question"
"other at the",4,"the","other at"
"get on here",4,"here","get on"
"each with a",4,"a","each with"
"want to but",4,"but","want to"
"on saturday march",4,"march","on saturday"
"they changed the",4,"the","they changed"
"are in advance",4,"advance","are in"
"in advance at",4,"at","in advance"
"advance at the",4,"the","advance at"
"he has only",4,"only","he has"
"me i hope",4,"hope","me i"
"accompanied by an",4,"an","accompanied by"
"with layers of",4,"of","with layers"
"have the energy",4,"energy","have the"
"just sit and",4,"and","just sit"
"get up there",4,"there","get up"
"new season of",4,"of","new season"
"with a rare",4,"rare","with a"
"had to guess",4,"guess","had to"
"who is so",4,"so","who is"
"sending me a",4,"a","sending me"
"of which went",4,"went","of which"
"check my facebook",4,"facebook","check my"
"had to start",4,"start","had to"
"wait for my",4,"my","wait for"
"a higher percentage",4,"percentage","a higher"
"up in here",4,"here","up in"
"head coach and",4,"and","head coach"
"to you this",4,"this","to you"
"and community members",4,"members","and community"
"the hell does",4,"does","the hell"
"into a giant",4,"giant","into a"
"with mental illness",4,"illness","with mental"
"stat of the",4,"the","stat of"
"time out of",4,"of","time out"
"the middle ages",4,"ages","the middle"
"had been taking",4,"taking","had been"
"the adults in",4,"in","the adults"
"off because of",4,"of","off because"
"much longer than",4,"than","much longer"
"begin in the",4,"the","begin in"
"team as they",4,"they","team as"
"a ride in",4,"in","a ride"
"than from the",4,"the","than from"
"tickets at the",4,"the","tickets at"
"rt and follow",4,"follow","rt and"
"was not being",4,"being","was not"
"you can't really",4,"really","you can't"
"also gives us",4,"us","also gives"
"i was crazy",4,"crazy","i was"
"just won the",4,"the","just won"
"i felt better",4,"better","i felt"
"can get into",4,"into","can get"
"be awesome to",4,"to","be awesome"
"anything i could",4,"could","anything i"
"be there but",4,"but","be there"
"on a thursday",4,"thursday","on a"
"in early december",4,"december","in early"
"but think of",4,"of","but think"
"are pretty good",4,"good","are pretty"
"a birth certificate",4,"certificate","a birth"
"just short of",4,"of","just short"
"me check out",4,"out","me check"
"i don't end",4,"end","i don't"
"to the four",4,"four","to the"
"see and hear",4,"hear","see and"
"to drive home",4,"home","to drive"
"out what it",4,"it","out what"
"have come down",4,"down","have come"
"send me the",4,"the","send me"
"which is already",4,"already","which is"
"together and have",4,"have","together and"
"saying in the",4,"the","saying in"
"an official visit",4,"visit","an official"
"official visit to",4,"to","official visit"
"to see exactly",4,"exactly","to see"
"a voice to",4,"to","a voice"
"at a wedding",4,"wedding","at a"
"couldn't care less",4,"less","couldn't care"
"having all of",4,"of","having all"
"in all i",4,"i","in all"
"was very impressed",4,"impressed","was very"
"think of someone",4,"someone","think of"
"house full of",4,"of","house full"
"this weekend was",4,"was","this weekend"
"a great kid",4,"kid","a great"
"her happy birthday",4,"birthday","her happy"
"outlook on life",4,"life","outlook on"
"man behind the",4,"the","man behind"
"why yes yes",4,"yes","why yes"
"my back on",4,"on","my back"
"such a treat",4,"treat","such a"
"grade point average",4,"average","grade point"
"that was possible",4,"possible","that was"
"up at a",4,"a","up at"
"to the size",4,"size","to the"
"my life i've",4,"i've","my life"
"a little uncomfortable",4,"uncomfortable","a little"
"be posted on",4,"on","be posted"
"the exact words",4,"words","the exact"
"to some more",4,"more","to some"
"formation of the",4,"the","formation of"
"to start taking",4,"taking","to start"
"heard from my",4,"my","heard from"
"me up on",4,"on","me up"
"among them he",4,"he","among them"
"said was a",4,"a","said was"
"ruled that the",4,"the","ruled that"
"the home has",4,"has","the home"
"home has been",4,"been","home has"
"to a state",4,"state","to a"
"higher than it",4,"it","higher than"
"was the year",4,"year","was the"
"is without a",4,"a","is without"
"the biggest challenge",4,"challenge","the biggest"
"the odds that",4,"that","the odds"
"it to his",4,"his","it to"
"the guys that",4,"that","the guys"
"who will take",4,"take","who will"
"will send a",4,"a","will send"
"a bad game",4,"game","a bad"
"my life this",4,"this","my life"
"walked across the",4,"the","walked across"
"looking at some",4,"some","looking at"
"aside for a",4,"a","aside for"
"teamed up with",4,"with","teamed up"
"to close out",4,"out","to close"
"not this time",4,"time","not this"
"from the midwest",4,"midwest","from the"
"will definitely help",4,"help","will definitely"
"still a good",4,"good","still a"
"the portland area",4,"area","the portland"
"said the program",4,"program","said the"
"a big ol",4,"ol","a big"
"that have already",4,"already","that have"
"or the guy",4,"guy","or the"
"knowledge is power",4,"power","knowledge is"
"as a leader",4,"leader","as a"
"as on the",4,"the","as on"
"in his work",4,"work","in his"
"i assure you",4,"you","i assure"
"with his brother",4,"brother","with his"
"to the finals",4,"finals","to the"
"bin laden was",4,"was","bin laden"
"of the worlds",4,"worlds","of the"
"may be more",4,"more","may be"
"you a free",4,"free","you a"
"is never easy",4,"easy","is never"
"you see yourself",4,"yourself","you see"
"paid for it",4,"it","paid for"
"a town hall",4,"hall","a town"
"words to the",4,"the","words to"
"all the boys",4,"boys","all the"
"just what is",4,"is","just what"
"to comment further",4,"further","to comment"
"government does not",4,"not","government does"
"the strength that",4,"that","the strength"
"it leads to",4,"to","it leads"
"saw a commercial",4,"commercial","saw a"
"year anniversary of",4,"of","year anniversary"
"need now is",4,"is","need now"
"for both men",4,"men","for both"
"both men and",4,"and","both men"
"after the accident",4,"accident","after the"
"you were doing",4,"doing","you were"
"long term deal",4,"deal","long term"
"be more to",4,"to","be more"
"we can't be",4,"be","we can't"
"we don't make",4,"make","we don't"
"is one more",4,"more","is one"
"she say she",4,"she","she say"
"the long way",4,"way","the long"
"days left of",4,"of","days left"
"to thank for",4,"for","to thank"
"u got to",4,"to","u got"
"the house then",4,"then","the house"
"to be hot",4,"hot","to be"
"but i ain't",4,"ain't","but i"
"to spend money",4,"money","to spend"
"just take it",4,"it","just take"
"how to enter",4,"enter","how to"
"a nap today",4,"today","a nap"
"hit home runs",4,"runs","hit home"
"funding from the",4,"the","funding from"
"they said he",4,"he","they said"
"is stronger than",4,"than","is stronger"
"on a bed",4,"bed","on a"
"many years i",4,"i","many years"
"your opinion on",4,"on","your opinion"
"opinion on this",4,"this","opinion on"
"the same sentence",4,"sentence","the same"
"this before but",4,"but","this before"
"immediately after the",4,"the","immediately after"
"the most spectacular",4,"spectacular","the most"
"okay i am",4,"am","okay i"
"and then cut",4,"cut","and then"
"was reading the",4,"the","was reading"
"a line from",4,"from","a line"
"a recent article",4,"article","a recent"
"vote on it",4,"it","vote on"
"feel the love",4,"love","feel the"
"the most respected",4,"respected","the most"
"ended up making",4,"making","ended up"
"making one of",4,"of","making one"
"outside for a",4,"a","outside for"
"the game winner",4,"winner","the game"
"he was appointed",4,"appointed","he was"
"in higher education",4,"education","in higher"
"show all the",4,"the","show all"
"said in this",4,"this","said in"
"with his back",4,"back","with his"
"turns out my",4,"my","turns out"
"is a tool",4,"tool","is a"
"pissing me off",4,"off","pissing me"
"all my fellow",4,"fellow","all my"
"was in bed",4,"bed","was in"
"looks like i'll",4,"i'll","looks like"
"be seeing you",4,"you","be seeing"
"do to have",4,"have","do to"
"a late lunch",4,"lunch","a late"
"went to go",4,"go","went to"
"really wanted a",4,"a","really wanted"
"and got an",4,"an","and got"
"on the series",4,"series","on the"
"the series but",4,"but","the series"
"there's no telling",4,"telling","there's no"
"how many children",4,"children","how many"
"jersey in the",4,"the","jersey in"
"theory is that",4,"that","theory is"
"hard to put",4,"put","hard to"
"get my hair",4,"hair","get my"
"and welcome the",4,"the","and welcome"
"a failure of",4,"of","a failure"
"b day to",4,"to","b day"
"in this room",4,"room","in this"
"me a pic",4,"pic","me a"
"become a victim",4,"victim","become a"
"how to tell",4,"tell","how to"
"against a team",4,"team","against a"
"of the school's",4,"school's","of the"
"out thanks for",4,"for","out thanks"
"the sun will",4,"will","the sun"
"out for some",4,"some","out for"
"to health care",4,"care","to health"
"what on earth",4,"earth","what on"
"you god for",4,"for","you god"
"made more than",4,"than","made more"
"care of him",4,"him","care of"
"i would wish",4,"wish","i would"
"with his dad",4,"dad","with his"
"jump out of",4,"of","jump out"
"her father a",4,"a","her father"
"how come you",4,"you","how come"
"the place in",4,"in","the place"
"and black and",4,"and","and black"
"was so close",4,"close","was so"
"as a bit",4,"bit","as a"
"the web site",4,"site","the web"
"goes through the",4,"the","goes through"
"the people with",4,"with","the people"
"this aspect of",4,"of","this aspect"
"aspect of your",4,"your","aspect of"
"go and the",4,"the","go and"
"in only a",4,"a","in only"
"for it no",4,"no","for it"
"be treated as",4,"as","be treated"
"the king will",4,"will","the king"
"it was unclear",4,"unclear","it was"
"would serve the",4,"the","would serve"
"my fingers are",4,"are","my fingers"
"saying this is",4,"is","saying this"
"points a game",4,"game","points a"
"this season but",4,"but","this season"
"to assist in",4,"in","to assist"
"ever had it",4,"it","ever had"
"at least weeks",4,"weeks","at least"
"party with the",4,"the","party with"
"with someone in",4,"in","with someone"
"it amazes me",4,"me","it amazes"
"has his own",4,"own","has his"
"that much about",4,"about","that much"
"ok ok i",4,"i","ok ok"
"man i love",4,"love","man i"
"making me want",4,"want","making me"
"pool in the",4,"the","pool in"
"an online store",4,"store","an online"
"the unpardonable sin",4,"sin","the unpardonable"
"the virtues of",4,"of","the virtues"
"of a government",4,"government","of a"
"i just added",4,"added","i just"
"is a nightmare",4,"nightmare","is a"
"i am such",4,"such","i am"
"am such a",4,"a","am such"
"as easily as",4,"as","as easily"
"had lost a",4,"a","had lost"
"and the start",4,"start","and the"
"the first people",4,"people","the first"
"few blocks away",4,"away","few blocks"
"the lady at",4,"at","the lady"
"in a three",4,"three","in a"
"a three way",4,"way","a three"
"think i ever",4,"ever","think i"
"also at the",4,"the","also at"
"running on the",4,"the","running on"
"an exception to",4,"to","an exception"
"said the governor",4,"governor","said the"
"long term health",4,"health","long term"
"and agreed to",4,"to","and agreed"
"to protect a",4,"a","to protect"
"on the school",4,"school","on the"
"for your best",4,"best","for your"
"the goal for",4,"for","the goal"
"there was such",4,"such","there was"
"fell out of",4,"of","fell out"
"of his mouth",4,"mouth","of his"
"this year she",4,"she","this year"
"year she said",4,"said","year she"
"to use but",4,"but","to use"
"the consumption of",4,"of","the consumption"
"shared with me",4,"me","shared with"
"the circle of",4,"of","the circle"
"on saturday but",4,"but","on saturday"
"talking in the",4,"the","talking in"
"i am starting",4,"starting","i am"
"no not at",4,"at","no not"
"way we're going",4,"going","way we're"
"going to fight",4,"fight","going to"
"seems much more",4,"more","seems much"
"one would think",4,"think","one would"
"who are struggling",4,"struggling","who are"
"partner in the",4,"the","partner in"
"to offer an",4,"an","to offer"
"happy early birthday",4,"birthday","happy early"
"my socks off",4,"off","my socks"
"is proof that",4,"that","is proof"
"proof that god",4,"god","proof that"
"of friends who",4,"who","of friends"
"put my mind",4,"mind","put my"
"i'm gonna have",4,"have","i'm gonna"
"will put me",4,"me","will put"
"a way around",4,"around","a way"
"cannot drive out",4,"out","cannot drive"
"somewhere between the",4,"the","somewhere between"
"is a brief",4,"brief","is a"
"to share an",4,"an","to share"
"about the effect",4,"effect","about the"
"team with the",4,"the","team with"
"picture of his",4,"his","picture of"
"the best fans",4,"fans","the best"
"us to this",4,"this","us to"
"up on her",4,"her","up on"
"rope tie a",4,"a","rope tie"
"knot and hang",4,"hang","knot and"
"franklin d roosevelt",4,"roosevelt","franklin d"
"would just like",4,"like","would just"
"like to point",4,"point","like to"
"and length of",4,"of","and length"
"is a week",4,"week","is a"
"a week the",4,"the","a week"
"my own way",4,"way","my own"
"i had on",4,"on","i had"
"will travel to",4,"to","will travel"
"good times and",4,"and","good times"
"it just a",4,"a","it just"
"see them and",4,"and","see them"
"we never really",4,"really","we never"
"show up for",4,"for","show up"
"and the likelihood",4,"likelihood","and the"
"going to pass",4,"pass","going to"
"on a bill",4,"bill","on a"
"for same sex",4,"sex","for same"
"can imagine the",4,"the","can imagine"
"out for dinner",4,"dinner","out for"
"getting away from",4,"from","getting away"
"well as her",4,"her","well as"
"works out for",4,"for","works out"
"in illinois and",4,"and","in illinois"
"was deployed to",4,"to","was deployed"
"in des moines",4,"moines","in des"
"to work now",4,"now","to work"
"have been missing",4,"missing","have been"
"been missing in",4,"in","been missing"
"obvious that the",4,"the","obvious that"
"has shown me",4,"me","has shown"
"about us and",4,"and","about us"
"make a pretty",4,"pretty","make a"
"thousands of times",4,"times","thousands of"
"a combination that",4,"that","a combination"
"after party at",4,"at","after party"
"continue to play",4,"play","continue to"
"lead role of",4,"of","lead role"
"the players and",4,"and","the players"
"we all do",4,"do","we all"
"in an easy",4,"easy","in an"
"not get to",4,"to","not get"
"i think will",4,"will","i think"
"rt if i",4,"i","rt if"
"soft spot for",4,"for","soft spot"
"with public money",4,"money","with public"
"but because they",4,"they","but because"
"not subject to",4,"to","not subject"
"them have been",4,"been","them have"
"very familiar with",4,"with","very familiar"
"the affordable care",4,"care","the affordable"
"african americans in",4,"in","african americans"
"americans in the",4,"the","americans in"
"the seats in",4,"in","the seats"
"to the now",4,"now","to the"
"the now defunct",4,"defunct","the now"
"a higher risk",4,"risk","a higher"
"a really really",4,"really","a really"
"time to waste",4,"waste","time to"
"are some days",4,"days","are some"
"some days you",4,"you","some days"
"on the area",4,"area","on the"
"the game tonight",4,"tonight","the game"
"between and and",4,"and","between and"
"i wrote them",4,"them","i wrote"
"the state had",4,"had","the state"
"a goal at",4,"at","a goal"
"was as close",4,"close","was as"
"but the team",4,"team","but the"
"the ball back",4,"back","the ball"
"state of illinois",4,"illinois","state of"
"system must be",4,"be","system must"
"they call me",4,"me","they call"
"not a person",4,"person","not a"
"with an additional",4,"additional","with an"
"the song has",4,"has","the song"
"not a matter",4,"matter","not a"
"i at the",4,"the","i at"
"you look good",4,"good","you look"
"it happen but",4,"but","it happen"
"with people and",4,"and","with people"
"to get those",4,"those","to get"
"a great first",4,"first","a great"
"out and it's",4,"it's","out and"
"because some of",4,"of","because some"
"say it with",4,"with","say it"
"the survival of",4,"of","the survival"
"today and if",4,"if","today and"
"morning have a",4,"a","morning have"
"the san antonio",4,"antonio","the san"
"san antonio spurs",4,"spurs","san antonio"
"to the brink",4,"brink","to the"
"come on and",4,"and","come on"
"so many choices",4,"choices","so many"
"cash in on",4,"on","cash in"
"with a population",4,"population","with a"
"that was three",4,"three","that was"
"you think so",4,"so","you think"
"as the great",4,"great","as the"
"a book from",4,"from","a book"
"after that they",4,"they","after that"
"as of last",4,"last","as of"
"not received any",4,"any","not received"
"hey would you",4,"you","hey would"
"me i should",4,"should","me i"
"think so too",4,"too","think so"
"long ago that",4,"that","long ago"
"with a final",4,"final","with a"
"the final turn",4,"turn","the final"
"you're in town",4,"town","you're in"
"has a private",4,"private","has a"
"am not convinced",4,"convinced","am not"
"ll cool j",4,"j","ll cool"
"means the world",4,"world","means the"
"be sworn in",4,"in","be sworn"
"this morning he",4,"he","this morning"
"wish i didn't",4,"didn't","wish i"
"i owe you",4,"you","i owe"
"headed for a",4,"a","headed for"
"doing it again",4,"again","doing it"
"is fast approaching",4,"approaching","is fast"
"mine is a",4,"a","mine is"
"i were in",4,"in","i were"
"or more and",4,"and","or more"
"university of washington",4,"washington","university of"
"and what makes",4,"makes","and what"
"wish i would",4,"would","wish i"
"say that but",4,"but","say that"
"and add more",4,"more","and add"
"at least give",4,"give","at least"
"would have expected",4,"expected","would have"
"here at a",4,"a","here at"
"when will you",4,"you","when will"
"to police the",4,"the","to police"
"really could have",4,"have","really could"
"at about to",4,"to","at about"
"need them to",4,"to","need them"
"the most widely",4,"widely","the most"
"you not know",4,"know","you not"
"that climate change",4,"change","that climate"
"county sales tax",4,"tax","county sales"
"there i am",4,"am","there i"
"distributed to the",4,"the","distributed to"
"a well made",4,"made","a well"
"would still like",4,"like","would still"
"the cheese and",4,"and","the cheese"
"master bedroom and",4,"and","master bedroom"
"the two women",4,"women","the two"
"the salary cap",4,"cap","the salary"
"they were always",4,"always","they were"
"the best stories",4,"stories","the best"
"on a foot",4,"foot","on a"
"surprise to me",4,"me","surprise to"
"people are getting",4,"getting","people are"
"i'd be a",4,"a","i'd be"
"of it has",4,"has","of it"
"out for his",4,"his","out for"
"for his arrest",4,"arrest","for his"
"coming your way",4,"way","coming your"
"the best leaders",4,"leaders","the best"
"to the ends",4,"ends","to the"
"i set my",4,"my","i set"
"yards from the",4,"the","yards from"
"god is going",4,"going","god is"
"a partner at",4,"at","a partner"
"i learned the",4,"the","i learned"
"that time he",4,"he","that time"
"a lot though",4,"though","a lot"
"not exactly the",4,"the","not exactly"
"exactly the way",4,"way","exactly the"
"is on her",4,"her","is on"
"that was at",4,"at","that was"
"on par with",4,"with","on par"
"a guitar player",4,"player","a guitar"
"out i'm not",4,"not","out i'm"
"the follow have",4,"have","the follow"
"he claims that",4,"that","he claims"
"i love everything",4,"everything","i love"
"gonna be at",4,"at","gonna be"
"the job in",4,"in","the job"
"have a spot",4,"spot","have a"
"for the nfl",4,"nfl","for the"
"one step further",4,"further","one step"
"step further and",4,"and","step further"
"is still waiting",4,"waiting","is still"
"was called a",4,"a","was called"
"it's the kind",4,"kind","it's the"
"find it in",4,"in","find it"
"new jersey gov",4,"gov","new jersey"
"jersey gov chris",4,"chris","jersey gov"
"in a military",4,"military","in a"
"the national committee",4,"committee","the national"
"for the restoration",4,"restoration","for the"
"of democracy and",4,"and","of democracy"
"interested in your",4,"your","interested in"
"of a mess",4,"mess","of a"
"you had the",4,"the","you had"
"the state could",4,"could","the state"
"now i hope",4,"hope","now i"
"the story on",4,"on","the story"
"in good faith",4,"faith","in good"
"if not why",4,"why","if not"
"mean i have",4,"have","mean i"
"supreme court in",4,"in","supreme court"
"aggravated murder and",4,"and","aggravated murder"
"a life sentence",4,"sentence","a life"
"even close to",4,"to","even close"
"like it you",4,"you","like it"
"when they said",4,"said","when they"
"the first nine",4,"nine","the first"
"convinced that the",4,"the","convinced that"
"intervention in the",4,"the","intervention in"
"me i followed",4,"followed","me i"
"and more on",4,"on","and more"
"the show began",4,"began","the show"
"they managed to",4,"to","they managed"
"but he refused",4,"refused","but he"
"driving while intoxicated",4,"intoxicated","driving while"
"and some change",4,"change","and some"
"at work for",4,"for","at work"
"of the twin",4,"twin","of the"
"the twin towers",4,"towers","the twin"
"of osama bin",4,"bin","of osama"
"i have you",4,"you","i have"
"a special gift",4,"gift","a special"
"gives way to",4,"to","gives way"
"the next general",4,"general","the next"
"months ago the",4,"the","months ago"
"the war against",4,"against","the war"
"privileged to be",4,"be","privileged to"
"with a similar",4,"similar","with a"
"the money i",4,"i","the money"
"off by a",4,"a","off by"
"the best job",4,"job","the best"
"just seemed like",4,"like","just seemed"
"to the success",4,"success","to the"
"of a school",4,"school","of a"
"in is a",4,"a","in is"
"great thing to",4,"to","great thing"
"like a criminal",4,"criminal","like a"
"talking with a",4,"a","talking with"
"we listened to",4,"to","we listened"
"plot to kill",4,"kill","plot to"
"what comes next",4,"next","what comes"
"this post with",4,"with","this post"
"night if you",4,"you","night if"
"in the service",4,"service","in the"
"in and enjoy",4,"enjoy","in and"
"i guess but",4,"but","i guess"
"last weekend at",4,"at","last weekend"
"a red carpet",4,"carpet","a red"
"thanks for putting",4,"putting","thanks for"
"a scene that",4,"that","a scene"
"up during the",4,"the","up during"
"was not expecting",4,"expecting","was not"
"a hip hop",4,"hop","a hip"
"will get through",4,"through","will get"
"a term that",4,"that","a term"
"on the square",4,"square","on the"
"he sought the",4,"the","he sought"
"there yet but",4,"but","there yet"
"over the previous",4,"previous","over the"
"not know i",4,"i","not know"
"while there is",4,"is","while there"
"northern new jersey",4,"jersey","northern new"
"of the owners",4,"owners","of the"
"sorry to disappoint",4,"disappoint","sorry to"
"to disappoint you",4,"you","to disappoint"
"and gluten free",4,"free","and gluten"
"that was very",4,"very","that was"
"some very good",4,"good","some very"
"make our own",4,"own","make our"
"this coming year",4,"year","this coming"
"father had been",4,"been","father had"
"a great sense",4,"sense","a great"
"why didn't the",4,"the","why didn't"
"how hard is",4,"is","how hard"
"hard is it",4,"it","hard is"
"of captain america",4,"america","of captain"
"i'll take you",4,"you","i'll take"
"hate that i",4,"i","hate that"
"double the number",4,"number","double the"
"may not get",4,"get","may not"
"nothing in life",4,"life","nothing in"
"in life but",4,"but","in life"
"have a beer",4,"beer","have a"
"it go and",4,"and","it go"
"will stop at",4,"at","will stop"
"you for showing",4,"showing","you for"
"collected more than",4,"than","collected more"
"it cause i",4,"i","it cause"
"as of monday",4,"monday","as of"
"i can with",4,"with","i can"
"his client is",4,"is","his client"
"is really nice",4,"nice","is really"
"are amazing and",4,"and","are amazing"
"this state and",4,"and","this state"
"back and watch",4,"watch","back and"
"on the women's",4,"women's","on the"
"apart of the",4,"the","apart of"
"i may or",4,"or","i may"
"but said that",4,"that","but said"
"it next year",4,"year","it next"
"second and then",4,"then","second and"
"this is amazing",4,"amazing","this is"
"if anything i",4,"i","if anything"
"europe it was",4,"was","europe it"
"down to new",4,"new","down to"
"of the argument",4,"argument","of the"
"was put into",4,"into","was put"
"it last night",4,"night","it last"
"the restaurant was",4,"was","the restaurant"
"the order and",4,"and","the order"
"wheel of fortune",4,"fortune","wheel of"
"along with him",4,"him","along with"
"it's so cool",4,"cool","it's so"
"to buy another",4,"another","to buy"
"a back up",4,"up","a back"
"when we set",4,"set","when we"
"the built in",4,"in","the built"
"from the national",4,"national","from the"
"asking me how",4,"how","asking me"
"for two months",4,"months","for two"
"be moved to",4,"to","be moved"
"barking at the",4,"the","barking at"
"my little girl",4,"girl","my little"
"the s s",4,"s","the s"
"not sure he",4,"he","not sure"
"to be outdone",4,"outdone","to be"
"under the couch",4,"couch","under the"
"think that sounds",4,"sounds","think that"
"because it helps",4,"helps","because it"
"the lord i",4,"i","the lord"
"rolling in the",4,"the","rolling in"
"know someone who",4,"who","know someone"
"day full of",4,"of","day full"
"you better have",4,"have","you better"
"sheriff joe arpaio",4,"arpaio","sheriff joe"
"get to watch",4,"watch","get to"
